,name,seed_everything,test_prompt_length,max_pred_length,lr,adversarial_training,max_length,batch_size,model,dim_model,num_heads,dim_feedforward,num_decoder_layers,dropout_p,layer_norm_eps,lstm_embedding_dim,lstm_hidden_dim,lstm_num_layers,lstm_dropout,linear_embedding_dim,linear_bias,linear_dim,mamba_d_model,mamba_d_state,mamba_d_conv,mamba_n_layers,min_train_loss,min_train_loss_step,max_val_accuracy,max_val_accuracy_step,min_val_loss,min_val_loss_step,min_val_kl,min_val_kl_step,rule_1_accuracy4min_val_loss,rule_2_accuracy4min_val_loss,grammatical_accuracy4min_val_loss,finished4min_val_loss,ood_rule_1_accuracy4min_val_loss,ood_rule_2_completion_accuracy4min_val_loss,ood_rule_2_accuracy4min_val_loss,ood_grammatical_accuracy4min_val_loss,ood_finished4min_val_loss,sos_rule_1_accuracy4min_val_loss,sos_rule_2_accuracy4min_val_loss,sos_grammatical_accuracy4min_val_loss,sos_finished4min_val_loss
0,daily-sweep-6,50891,5,300,0.002,False,256,128,xlstm,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,0.017306581139564514,231,0.9961546659469604,13,0.017310254275798798,45,-0.020596232265233994,45,1.0,1.0,1.0,1.0,0.07692307978868484,1.0,0.11409395933151245,0,1.0,1,1,1,1
1,electric-sweep-5,92833,5,300,0.002,False,256,128,xlstm,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,0.017303111031651497,164,0.9961546659469604,16,0.017302557826042175,32,-0.020603928714990616,32,1.0,1.0,1.0,1.0,0.069182388484478,1.0,0.1111111119389534,0,0.9958158731460571,1,1,1,1
2,dulcet-sweep-4,84670,5,300,0.002,False,256,128,xlstm,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,0.01729607582092285,118,0.9961546659469604,13,0.01729710027575493,22,-0.020609386265277863,22,1.0,1.0,1.0,1.0,0.09829059988260269,1.0,0.10691823065280914,0,0.9874476790428162,1,1,1,1
3,absurd-sweep-3,44091,5,300,0.002,False,256,128,xlstm,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,0.01729053072631359,404,0.9961546659469604,19,0.017290527001023293,99,-0.0206159595400095,99,1.0,1.0,1.0,1.0,0.08805031329393387,1.0,0.12800000607967377,0,0.991631805896759,1,1,1,1
4,bumbling-sweep-2,95668,5,300,0.002,False,256,128,xlstm,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,0.017297782003879547,301,0.9961546659469604,14,0.017297741025686264,59,-0.020608745515346527,59,1.0,1.0,1.0,1.0,0.06756757199764252,1.0,0.11510791629552841,0,1.0,1,1,1,1
5,northern-sweep-1,83242,5,300,0.002,False,256,128,xlstm,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,0.017308998852968216,188,0.9961546659469604,12,0.017314909026026726,18,-0.020591577515006065,18,1.0,1.0,1.0,1.0,0.11261261254549026,1.0,0.10769230127334595,0,1.0,1,1,1,1
