,name,seed_everything,test_prompt_length,max_pred_length,lr,adversarial_training,max_length,batch_size,model,optimizer,dim_model,num_heads,dim_feedforward,num_decoder_layers,dropout_p,layer_norm_eps,lstm_embedding_dim,lstm_hidden_dim,lstm_num_layers,lstm_dropout,xlstm_embedding_dim,xlstm_num_blocks,linear_embedding_dim,linear_bias,linear_dim,mamba_d_model,mamba_d_state,mamba_d_conv,mamba_n_layers,min_train_loss,min_train_loss_step,max_val_accuracy,max_val_accuracy_step,min_val_loss,min_val_loss_step,min_val_kl,min_val_kl_step,rule_1_accuracy4min_val_loss,rule_3_accuracy4min_val_loss,rule_2_accuracy4min_val_loss,grammatical_accuracy4min_val_loss,finished4min_val_loss,ood_rule_1_accuracy4min_val_loss,ood_rule_3_accuracy4min_val_loss,ood_rule_2_completion_accuracy4min_val_loss,ood_rule_2_accuracy4min_val_loss,ood_grammatical_accuracy4min_val_loss,ood_finished4min_val_loss,sos_rule_1_accuracy4min_val_loss,sos_rule_3_accuracy4min_val_loss,sos_rule_2_accuracy4min_val_loss,sos_grammatical_accuracy4min_val_loss,sos_finished4min_val_loss
0,feasible-sweep-8,72750,8,300,0.002,False,256,128,xlstm,adamw,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,64,6,0.03486128896474838,210,0.9924154877662659,3,0.03649381548166275,4,-0.0014126719906926155,4,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,0
1,grateful-sweep-6,85722,8,300,0.002,False,256,128,xlstm,adamw,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,64,6,0.035835474729537964,407,0.992461085319519,10,0.03671593964099884,2,-0.0011905487626791,2,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0
2,deep-sweep-4,3214,8,300,0.002,False,256,128,xlstm,adamw,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,64,6,0.03342629596590996,494,0.9923927187919617,2,0.03681602329015732,2,-0.001090463250875473,2,1.0,0,1.0,1.0,0.5,1.0,0,0,0,0,1.0,0,0,0,0,0
3,copper-sweep-4,71700,8,300,0.002,False,256,128,xlstm,adamw,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,64,6,0.03474268317222595,499,0.9924154877662659,26,0.036765873432159424,27,-0.0011406149715185165,27,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0
4,peach-sweep-6,41989,8,300,0.002,False,256,128,xlstm,adamw,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,64,6,0.03512435778975487,148,0.9924534559249878,24,0.03632619231939316,4,-0.0015802932903170586,4,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0
5,rich-sweep-1,35339,8,300,0.002,False,256,128,xlstm,adamw,10,5,1024,7,0.1,0.006,10,64,5,0.4,10,True,256,32,16,8,10,64,6,0.03582833334803581,162,0.9924306869506836,5,0.0364888459444046,4,-0.0014176378026604652,4,0.9999999403953552,0,0.9999999403953552,0.9999999403953552,0.7578125,1.0,0,0,0,0,1.0,0,0,0,0,0
